course_code, subject_name, credits_registered, credits_earned, grade, grade_point, result_id, new_grade
HSS202, ENVIRONMENTAL STUDIES, 2, 2, C, 7.19, 2638, B
EE45, ELECTRICAL MACHINES - II, 4, 0, NE, 0.93, 2254, F
CH603, BIOCHEMICAL ENGINEERING, 3, 3, B, 9, 960, S
ME602, MANUFACTURING PROCESS - III, 3, 3, B, 7.42, 733, B
AR202, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY II, 4, 4, C, 6.95, 3701, C
EE46, FUNDAMENTALS OF MODERN VLSI DEVICES AND FABRICATION, 3, 3, A, 9.07, 2300, S
EC601, DIGITAL COMMUNICATION, 4, 4, A, 9, 468, S
ME802, SEMINAR / INDUSTRIAL TRAINING, 1, 1, S, 9.66, 4499, S
CVL48, ENGINEERING GEOLOGY LABORATORY, 1, 1, A, 9, 1766, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, A, 9.96, 3474, S
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 9, 3077, S
IS624L, JAVA AND J2EE LAB, 1, 1, S, 9.3, 295, S
AR207, COMPUTERS IN ARCHITECTURE I, 1, 1, A, 9, 3680, S
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 9.99, 2741, S
AR802, DISSERTATION, 2, 2, A, 8.68, 4933, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, A, 9, 2941, S
PHY201, ENGINEERING PHYSICS, 4, 4, A, 9.27, 3303, S
CV601, GEOTECHNICAL ENGINEERING -II, 4, 0, F, 0, 4333, F
IS511, DATA COMMUNICATION, 4, 4, S, 10, 57, S+
IS52A2, EMBEDDED COMPUTING, 4, 4, B, 7.35, 133, B
ME47L, APPLIED THERMODYNAMICS LABORATORY, 1, 0, F, 0, 1978, F
AR407, COMPUTERS IN ARCHITECTURE III, 2, 2, A, 9.95, 2445, S
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S, 9.85, 3306, S
AL201, ENGINEERING DESIGN, 2, 2, S, 9.83, 2669, S
IS442, DATA COMMUNICATION, 4, 4, A, 9.48, 1435, S
ISMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9, 1461, S
IM801, TOTAL QUALITY MANAGEMENT, 3, 3, A, 9, 4079, S
ECL47, SIGNALS AND CONTROLS LAB, 1, 1, C, 7, 1725, B
IS414L, DESIGN AND ANALYSIS OF ALGORITHMS LAB, 1, 1, A, 9.89, 1536, S
ME42, MANUFACTURING PROCESS II, 4, 4, A, 9.01, 1896, S
EE201, BASIC ELECTRICAL ENGINEERING, 0, 0, W, 0, 3449, F
ME603, FINITE ELEMENT ANALYSIS, 4, 4, C, 7.93, 706, B
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, B, 7.41, 4522, B
AR604, ESTIMATION & COSTING, 3, 3, A, 8.19, 1276, A
CSL1563, INTERNET TECHNOLOGIES & SOFTWARE DEVELOPMENT FOR PORTABLE DEVICES LABORATORY, 2, 2, A, 9.62, 271, S
CV43, TRANSPORTATION ENGINEERING - I, 4, 4, B, 8.94, 1757, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0.44, 3220, F
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, F, 0.18, 3263, F
CSMAT401, ENGINEERING MATHEMATICS-IV, 4, 4, C, 7, 144, B
MLPE22, MEDICAL OPTICS, 3, 3, A, 9, 1128, S
EC201, BASIC ELECTRONICS, 4, 4, A, 9, 3368, S
CSL1542, ALGORITHMS LABORATORY, 1, 1, S, 10, 1405, S+
AR208, ART APPRECIATION, 2, 2, S, 9.28, 3707, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2564, F
CH801, ECONOMICS AND ENTREPRENEURSHIP, 4, 4, A, 9.93, 4685, S
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 9, 3044, S
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, B, 7.67, 4562, B
AR804, PROFESSIONAL PRACTICE II, 3, 3, A, 8.13, 4934, A
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, B, 8, 1825, A
EC462, HARDWARE DESCRPITION LANGUAGE, 3, 3, A, 8.07, 1747, A
CVL47, SURVEYING PRACTICE, 2, 2, B, 8.9, 1847, A
AR207, COMPUTERS IN ARCHITECTURE I, 1, 1, A, 9, 3665, S
PHY201, ENGINEERING PHYSICS, 4, 4, D, 5, 2798, D
IS52A3, SYSTEM SOFTWARE, 4, 4, B, 8, 131, A
CHY201, ENGINEERING CHEMISTRY, 4, 4, S+, 0, 2687, F
AR801, ARCHITECTURAL DESIGN PROJECT, 15, 15, A, 9, 4887, S
IS811, PROJECT WORK, 19, 19, S, 9.74, 3873, S
PHY201, ENGINEERING PHYSICS, 4, 4, E, 4.99, 3429, E
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, S, 10, 3130, S+
AR606, BUILDING SERVICES IV, 3, 3, A, 8.59, 1262, A
CVPE841, DESIGN OF EARTHQUAKE RESISTANT STRUCTURES, 4, 4, A, 9.42, 4274, S
AR206, SURVEYING & LEVELING, 2, 2, S, 9.52, 3721, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, A, 9.76, 3278, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, C, 7.74, 3314, B
AR806, CONSTRUCTION MANAGEMENT, 3, 3, B, 8, 4920, A
TCE06(N), NEURAL NETWORKS & FUZZY LOGIC, 4, 4, B, 7.45, 4635, B
CSPE26, MOOC BASED ELECTIVE, 1, 1, S, 9.78, 3802, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 9.3, 2855, S
IS633L, PROJECT BASED LEARNING, 2, 2, S, 10, 285, S+
IS624, JAVA AND J2EE, 4, 4, D, 4.29, 3984, E
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 3, B, 8, 550, A
ML43, SIGNALS AND SYSTEMS, 4, 4, B, 9, 2358, S
ME803, PROJECT WORK, 12, 12, S, 10, 4417, S+
CSL1543, MICROPROCESSORS  AND CO LABORATORY, 2, 2, B, 8.78, 1289, A
CH604, PROCESS EQUIPMENT DESIGN AND DRAWING, 4, 4, S, 9.95, 977, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, NE, 0, 3409, F
IS631, SYSTEM SOFTWARE, 4, 4, S, 9.54, 362, S
ME45, FLUID MECHANICS, 4, 4, C, 6.15, 2015, C
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 8.4, 1788, A
TCE30, OBJECT ORIENTED PROGRAMMING IN C++, 4, 4, A, 8.93, 882, A
MES83, CNC MACHINES, 3, 3, A, 9, 4441, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 3566, S+
CS1544, DATA COMMUNICATION, 4, 4, A, 8.5, 1361, A
CV801, EXTENSIVE SURVEY PROJECT, 4, 4, A, 9.84, 4345, S
PHY201, ENGINEERING PHYSICS, 4, 4, S+, 0, 3504, F
CHPE022, NON-CONVENTIONAL ENERGY SOURCES AND TECHNOLOGY, 3, 3, A, 9, 976, S
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, B, 7.1, 681, B
IS512L, MICROPROCESSORS LAB, 1, 1, A, 9.21, 50, S
TC46, WEB DESIGN TECHNOLOGY, 3, 0, NE, 0.93, 4609, F
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, C, 7, 2973, B
BT601, ENZYME TECHNOLOGY, 4, 4, A, 9.12, 1013, S
ME604, PROFESSIONAL ETHICS, 2, 2, B, 7.49, 725, B
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 0, X, 0.78, 580, F
ME43, APPLIED THERMODYNAMICS, 4, 0, NE, 0, 4377, F
ME45, FLUID MECHANICS, 4, 4, B, 8, 1967, A
EE803, PROJECT, 16, 16, A, 9.56, 4753, S
EI43, EMBEDDED CONTROLLERS, 4, 4, C, 7.17, 2390, B
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, B, 7.36, 3133, B
MEPE21, SOLAR ENERGY, 3, 3, A, 9, 706, S
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S, 10, 2819, S+
EEPE01, RENEWABLE ENERGY SOURCES, 3, 3, C, 7, 1075, B
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, C, 6.92, 1903, C
ME601, MACHINE DEISGN - II, 4, 4, B, 8, 801, A
AR204, HISTORY OF ARCHITECTURE II, 3, 3, C, 7.1, 3718, B
ME44, KINEMATICS OF MACHINES, 4, 4, A, 9, 1944, S
ME803, PROJECT WORK, 12, 12, S, 10, 4437, S+
AR407, COMPUTERS IN ARCHITECTURE III, 2, 2, A, 9, 2461, S
ME603, FINITE ELEMENT ANALYSIS, 4, 4, A, 9.01, 734, S
TC603, SATELLITE COMMUNICATIONS, 3, 3, A, 9.49, 892, S
AR608, WORKING DRAWING, 1, 1, A, 9.38, 1251, S
PHY201, ENGINEERING PHYSICS, 4, 4, C, 6.54, 3519, C
CHY201, ENGINEERING CHEMISTRY, 4, 4, S+, 0, 2527, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 9.69, 3365, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, F, 0.19, 3006, F
PHY201, ENGINEERING PHYSICS, 4, 4, C, 7, 3299, B
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, S+, 0, 3344, F
MEOE06, NON-CONVENTIONAL ENERGY SOURCES, 3, 3, B, 8.42, 4301, A
EC602L, VLSI LAB, 1, 1, S, 10, 540, S+
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, B, 7.38, 3441, B
ME-PE03, THEORY OF ELASTICITY, 3, 3, A, 9, 713, S
BT45, ENZYME TECHNOLOGY, 4, 4, E, 4, 994, E
EI915, AIRCRAFT INSTRUMENTATION, 4, 4, B, 8, 1184, A
EC601L, DIGITAL COMMUNICATION LAB, 1, 1, S, 10, 527, S+
ME42, MANUFACTURING PROCESS II, 4, 4, A, 8.9, 2027, A
CV601, GEOTECHNICAL ENGINEERING -II, 4, 0, F, 0, 4236, F
IS632L, OPERATING SYSTEM AND UNIX  LAB, 1, 1, S, 10, 337, S+
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, A, 9.62, 3474, S
AR402, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY IV, 4, 4, B, 7.62, 2492, B
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 2573, S+
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 0, X, 0.8, 1876, F
CV44, CONCRETE TECHNOLOGY, 4, 4, B, 8.87, 1780, A
IS811, PROJECT WORK, 19, 19, S, 9.55, 3964, S
AR608, WORKING DRAWING, 1, 1, A, 8.84, 1256, A
CSPE12, SOFTWARE DEFINED NETWORKS, 4, 4, B, 8.71, 257, A
AR404, CLIMATE RESPONSIVE ARCHITECTURE, 3, 3, A, 9, 2474, S
AR603, RESEARCH METHODOLOGY, 2, 2, A, 9, 1276, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, A, 9, 3572, S
EE602L, POWER ELECTRONICS LAB, 1, 1, A, 9, 1070, S
IS442, DATA COMMUNICATION, 4, 4, A, 9, 1543, S
CHY201, ENGINEERING CHEMISTRY, 4, 0, F, 0, 3641, F
TC45, SIGNALS & SYSTEMS, 4, 0, X, 0.07, 2139, F
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, B, 8.77, 3312, A
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, A, 9, 3294, S
ECL48, MICROPROCESSOR LAB, 1, 1, D, 4.14, 1726, E
IS414L, DESIGN AND ANALYSIS OF ALGORITHMS LAB, 1, 1, A, 9.76, 1431, S
ME47L, APPLIED THERMODYNAMICS LABORATORY, 1, 0, NE, 0.99, 692, F
ECL48, MICROPROCESSOR LAB, 1, 1, S, 10, 1712, S+
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 2691, S+
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, S, 9.3, 3523, S
ME43, APPLIED THERMODYNAMICS, 4, 4, B, 8.72, 2009, A
EC201, BASIC ELECTRONICS, 4, 4, E, 4, 1501, E
BT602, UPSTREAM PROCESS TECHNOLOGY, 3, 3, A, 9, 1019, S
CS1542, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, A, 9.63, 1378, S
IM44, ELEMENTS OF MACHINE DESIGN, 4, 4, B, 8.63, 1610, A
TC45, SIGNALS & SYSTEMS, 4, 0, NE, 0, 4609, F
AR405, ARCHITECTURAL STRUCTURES IV, 3, 3, B, 8.7, 2421, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, B, 8.98, 2689, A
EE44, MICROCONTROLLERS: PROGRAMMING & INTERFACING, 4, 4, D, 4.67, 2317, E
ME42, MANUFACTURING PROCESS II, 4, 4, A, 9, 1932, S
IS62B2, DISTRIBUTED STORAGE TECHNOLOGIES, 4, 4, B, 7.69, 381, B
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, B, 8, 3246, A
IS435L, MICROPROCESSORS LAB, 1, 1, B, 8, 1568, A
EI604, DESIGN OF  EMBEDDED INSTRUMENTATION SYSTEM, 3, 3, S, 10, 1183, S+
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, B, 7.24, 2985, B
PHY201, ENGINEERING PHYSICS, 4, 4, A, 9.18, 3054, S
IS82E3, MOBILE APPLICATION DEVELOPMENT, 4, 4, A, 9, 3877, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, C, 6.09, 2972, C
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, C, 6.19, 3002, C
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 9.45, 2860, S
AR205, ARCHITECTURAL STRUCTURES II, 3, 3, S, 10, 3731, S+
EE43, SIGNALS & SYSTEMS, 4, 4, S, 10, 2295, S+
EE201, BASIC ELECTRICAL ENGINEERING, 4, 0, NE, 0, 4350, F
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 0, F, 0, 2829, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 10, 3074, S+
AR407, COMPUTERS IN ARCHITECTURE III, 2, 2, A, 8.18, 2465, A
ML601, DIAGNOSTIC AND THERAPEUTIC EQUIPMENT, 4, 4, C, 6.65, 1134, C
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, B, 8, 3470, A
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, A, 8.5, 3189, A
ME45, FLUID MECHANICS, 4, 4, B, 8.89, 1907, A
CH42, MASS TRANSFER - I, 4, 4, A, 9.46, 2145, S
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 0, NE, 0, 1352, F
EC201, BASIC ELECTRONICS, 4, 4, A, 8.33, 3549, A
PHY201, ENGINEERING PHYSICS, 4, 4, S, 10, 3216, S+
CSL1541, PYTHON LABORATORY, 2, 2, S, 10, 1413, S+
CHY201, ENGINEERING CHEMISTRY, 4, 0, X, 0.39, 3602, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, E, 3.72, 3208, F
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2586, F
EE41, ENGINEERING MATHEMATICS-IV, 4, 4, B, 8.04, 2272, A
ME42, MANUFACTURING PROCESS II, 4, 4, B, 8, 1976, A
CH804, SEMINAR, 1, 1, A, 8.07, 4644, A
TC803, PROJECT WORK-II, 12, 12, S, 10, 4617, S+
EI604, DESIGN OF  EMBEDDED INSTRUMENTATION SYSTEM, 3, 3, A, 8.4, 1166, A
IS433, SOFTWARE ENGINEERING, 3, 3, B, 8, 1456, A
CV604, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 0, X, 0, 566, F
AL201, ENGINEERING DESIGN, 2, 2, S+, 0.27, 2926, F
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, B, 7.19, 3275, B
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, B, 8.31, 1808, A
EE41, ENGINEERING MATHEMATICS-IV, 4, 4, S, 10, 2260, S+
TC43, MICOELECTRONICS, 4, 4, B, 8.11, 2140, A
EC605, ENTREPRENEURSHIP & MANAGEMENT, 2, 2, C, 7, 522, B
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, B, 8, 3509, A
EE602, POWER ELECTRONICS, 4, 0, X, 0, 4751, F
AR607, SUSTAINABLE / ENVIRONMENTAL DESIGN, 2, 2, A, 9, 1242, S
ME601, MACHINE DEISGN - II, 4, 4, A, 9, 736, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, C, 7, 2783, B
CS1564, COMPUTER GRAPHICS, 4, 4, C, 7, 214, B
TC601, DIGITAL COMMUNICATION, 4, 4, A, 9, 897, S
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S+, 0.77, 3045, F
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 3049, F
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, A, 9.89, 2797, S
ECL47, SIGNALS AND CONTROLS LAB, 1, 1, A, 8.82, 1658, A
IM45, INVENTORY MANAGEMENT, 4, 4, B, 8, 1576, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, C, 6.04, 2619, C
IS811, PROJECT WORK, 19, 19, A, 8.54, 3985, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 2685, S+
MEPE08, NANO TECHNOLOGY, 3, 3, A, 9.48, 4393, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, A, 9.79, 3002, S
CV44, CONCRETE TECHNOLOGY, 4, 0, X, 0, 1882, F
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, B, 8.57, 3127, A
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S+, 0, 2817, F
ML45, LINEAR INTEGRATED CIRCUITS, 4, 4, B, 8, 2356, A
CV803, SEMINAR, 1, 1, S, 9.5, 4305, S
CH43, CHEMICAL ENGINEERING THERMODYNAMICS, 4, 4, B, 8.47, 2145, A
AR607, SUSTAINABLE / ENVIRONMENTAL DESIGN, 2, 2, B, 8.62, 1211, A
ME802, SEMINAR / INDUSTRIAL TRAINING, 1, 1, S, 10, 4569, S+
BTOE01, PRINCIPLES OF FOOD PROCESSING AND PRESERVATION, 3, 3, B, 8.76, 4356, A
IS414, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, A, 9.24, 1503, S
AR806, CONSTRUCTION MANAGEMENT, 3, 3, A, 9, 4880, S
EC41, MATHEMATICS - IV, 4, 4, A, 9.64, 1643, S
AR403, THEORY OF ARCHITECTURE II, 3, 3, A, 9, 2458, S
EC804, PROJECT WORK - II, 14, 14, S, 10, 4106, S+
CH462, PLANT UTILITIES, 3, 3, B, 8, 2162, A
IS512, MICROPROCESSORS, 4, 4, A, 9.94, 131, S
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, S, 10, 1387, S+
CV44, CONCRETE TECHNOLOGY, 4, 4, A, 9.96, 1809, S
IS52A2, EMBEDDED COMPUTING, 4, 0, X, 0, 14, F
IS631, SYSTEM SOFTWARE, 4, 4, A, 9, 398, S
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 0, X, 0.04, 4288, F
TCL607, COMPUTER COMMUNICATION NETWORKS  LAB, 1, 1, B, 7.34, 4601, B
EC605, ENTREPRENEURSHIP & MANAGEMENT, 2, 2, B, 8.9, 446, A
BT604, GENOMICS & PROTEOMICS, 4, 4, A, 9, 1034, S
ECPE10, LINEAR ALGEBRA, 4, 4, S, 10, 467, S+
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 3372, S+
MEPE30, OPERATIONS  MANAGEMENT, 3, 3, A, 9, 687, S
HSS204K, KANNADA KALI, 0, 0, Pass, 0.59, 2745, F
CHPE051, SOLID WASTE MANAGEMENT, 3, 3, A, 9, 4666, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, E, 4.09, 2982, E
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 8.37, 3382, A
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 0, NE, 0, 3232, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, A, 8.99, 3014, A
CH603, BIOCHEMICAL ENGINEERING, 3, 3, B, 8.64, 956, A
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, B, 8, 4516, A
EEPE43, HIGH VOLTAGE ENGINEERING, 3, 3, B, 8.87, 1059, A
BT45, ENZYME TECHNOLOGY, 4, 4, B, 8, 2249, A
EE602L, POWER ELECTRONICS LAB, 1, 1, S, 10, 1075, S+
CHL48, MECHANICAL OPERATIONS LABORATORY, 1, 1, A, 9.62, 2144, S
EI602, ADVANCED CONTROL SYSTEM, 4, 4, A, 9, 1185, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, A, 8.09, 3509, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 10, 2921, S+
EEL47, MICROCONTROLLERS: PROGRAMMING & INTERFACING LAB., 1, 1, C, 6.34, 2286, C
BTMAT41, BIOSTATISTICS AND BIOMODELING, 4, 4, B, 8, 2242, A
IS631L, SYSTEM SOFTWARE  LAB, 1, 1, C, 7, 339, B
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, A, 8.02, 2945, A
EC601, DIGITAL COMMUNICATION, 4, 0, X, 0, 506, F
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 3185, F
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 0, F, 0, 265, F
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 9, 2783, S
IS514, OPERATING SYSTEMS, 4, 4, A, 9.73, 98, S
IML47, MANUFACTURING PROCESSES AND MACHINE TOOLS LAB, 1, 1, A, 8.62, 1594, A
IMMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, B, 8, 1576, A
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, B, 8.15, 621, A
IT927, STATISTICAL PROCESS CONTROL, 4, 4, C, 6.47, 4021, C
EE42, ELECTRICAL & ELECTRONIC MEASUREMENTS, 4, 4, A, 9, 2314, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, B, 8, 3205, A
IS512, MICROPROCESSORS, 4, 4, A, 8.13, 69, A
EE45, ELECTRICAL MACHINES - II, 4, 4, A, 9, 2296, S
EC43, CONTROL SYSTEMS, 4, 4, S, 10, 1739, S+
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 4, B, 8, 557, A
IS632L, OPERATING SYSTEM AND UNIX  LAB, 1, 1, S, 10, 309, S+
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0.34, 2676, F
EI603L, INDUSTRIAL DATA NETWORKS LAB, 1, 1, B, 8.21, 1162, A
CSL1542, ALGORITHMS LABORATORY, 1, 1, A, 8.57, 1359, A
IS514L, OPERATING SYSTEM LAB, 1, 1, S, 9.51, 63, S
IS414, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, A, 8.17, 1447, A
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S, 10, 2630, S+
IS523, INTELLECTUAL PROPERTY RIGHTS, 2, 2, A, 9, 126, S
IT927, STATISTICAL PROCESS CONTROL, 4, 4, B, 8.11, 4015, A
EC201, BASIC ELECTRONICS, 4, 4, B, 7.65, 2835, B
EI602L, ADVANCED CONTROL SYSTEM LAB, 1, 1, A, 9, 1155, S
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, C, 6.48, 3329, C
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2535, F
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 0, F, 0, 1441, F
ME461, ROBOTICS, 3, 3, A, 9.01, 2020, S
CVL47, SURVEYING PRACTICE, 2, 2, A, 9.31, 1818, S
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, A, 9, 690, S
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S, 9.52, 2883, S
CSL1561, UNIX SYSTEMS PROGRAMMING LABORATORY, 2, 2, S, 10, 215, S+
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, B, 8, 637, A
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 4, A, 9, 1358, S
TCL47, MICROCONTROLLER LAB, 1, 1, S, 10, 2105, S+
MEOE06, NON-CONVENTIONAL ENERGY SOURCES, 3, 3, B, 7.02, 4367, B
CHL601, CHEMICAL REACTION ENGINEERING LABORATORY, 2, 2, A, 9, 979, S
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, B, 7.63, 1771, B
ME601L, MACHINE DESIGN  LABORATORY, 1, 1, C, 7, 766, B
AR602, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY VI, 4, 4, A, 8.02, 1248, A
EE802, "ENTREPRENEURSHIP MANAGEMENT & ECONOMICS", 2, 2, A, 9.25, 4754, S
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 3, B, 8.9, 416, A
IS512, MICROPROCESSORS, 4, 4, A, 8.23, 46, A
TCL48, SYSTEMS SIMULATION LAB, 1, 1, S, 10, 2092, S+
ML46-2, MICROCONTROLLER -MSP430, 4, 0, X, 0.25, 2329, F
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, B, 7.03, 4476, B
ME602, MANUFACTURING PROCESS - III, 3, 3, A, 9, 738, S
HSS202, ENVIRONMENTAL STUDIES, 2, 2, A, 9, 2754, S
CVL47, SURVEYING PRACTICE, 2, 2, A, 9.94, 1782, S
CSL1543, MICROPROCESSORS  AND CO LABORATORY, 2, 2, S, 10, 1418, S+
EE803, PROJECT, 16, 16, A, 9, 4801, S
IS442, DATA COMMUNICATION, 4, 4, A, 9.76, 1530, S
CS1562, EMBEDDED SYSTEMS, 4, 4, A, 9.59, 177, S
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 4, B, 7.12, 578, B
IS435L, MICROPROCESSORS LAB, 1, 1, B, 7.3, 1484, B
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2898, F
EC804, PROJECT WORK - II, 14, 14, S, 10, 4173, S+
EIMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, D, 5.39, 2408, D
AL201, ENGINEERING DESIGN, 2, 2, B, 8.68, 3637, A
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, C, 7, 1769, B
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S+, 0, 3479, F
EC45, SIGNALS AND SYSTEMS, 4, 4, B, 8, 1689, A
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, S, 10, 724, S+
HSS204K, KANNADA KALI, 0, 0, Pass, 0.85, 3366, F
CS1542, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, B, 8, 1298, A
CS812, PROJECT, 18, 18, S, 10, 3855, S+
EC41, MATHEMATICS - IV, 4, 4, S, 9.23, 1748, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, C, 6.03, 3012, C
IS632, OPERATING SYSTEM AND UNIX, 4, 4, A, 8.1, 292, A
ML41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9, 2343, S
EC201, BASIC ELECTRONICS, 4, 4, S, 9.21, 2678, S
AR604, ESTIMATION & COSTING, 3, 3, A, 9, 1243, S
ME603, FINITE ELEMENT ANALYSIS, 4, 4, A, 9.2, 703, S
IS631L, SYSTEM SOFTWARE  LAB, 1, 1, S, 10, 333, S+
IS442, DATA COMMUNICATION, 4, 4, B, 7.47, 1447, B
